player_name,team,total_points,total_rebounds,total_assists,total_minutes,total_fga,total_fta,total_3pa,total_turnovers,games_played,points_per_game,rebounds_per_game,assists_per_game,minutes_per_game,turnovers_per_game,production_score,production_rank
Norman Powell,Clippers,1279.0,190.0,126.0,1903.0,915.0,261.0,414.0,112.0,59,21.677966101694917,3.2203389830508473,2.135593220338983,32.25423728813559,1.8983050847457628,28.74576271186441,72.0
CJ McCollum,Pelicans,1143.0,207.0,220.0,1798.0,972.0,168.0,447.0,104.0,60,19.05,3.45,3.6666666666666665,29.966666666666665,1.7333333333333334,28.69,73.0
Derrick White,Celtics,1368.0,364.0,354.0,2786.0,1041.0,183.0,741.0,131.0,82,16.682926829268293,4.439024390243903,4.317073170731708,33.97560975609756,1.5975609756097562,28.48536585365854,74.0
Jarrett Allen,Cavaliers,1131.0,822.0,156.0,2386.0,642.0,294.0,3.0,107.0,83,13.626506024096386,9.903614457831326,1.8795180722891567,28.746987951807228,1.2891566265060241,28.33012048192771,75.0
Keyonte George,Jazz,1012.0,219.0,343.0,1846.0,803.0,259.0,445.0,164.0,64,15.8125,3.421875,5.359375,28.84375,2.5625,27.9578125,76.0
Anfernee Simons,Trail Blazers,1311.0,182.0,320.0,2194.0,1080.0,186.0,567.0,137.0,72,18.208333333333332,2.5277777777777777,4.444444444444445,30.47222222222222,1.9027777777777777,27.908333333333335,77.0
Jalen Duren,Pistons,868.0,786.0,205.0,2031.0,514.0,230.0,0.0,130.0,76,11.421052631578947,10.342105263157896,2.6973684210526314,26.723684210526315,1.7105263157894737,27.877631578947366,78.0
Deni Avdija,Trail Blazers,1089.0,468.0,256.0,1976.0,741.0,341.0,307.0,181.0,74,14.716216216216216,6.324324324324325,3.4594594594594597,26.7027027027027,2.445945945945946,27.494594594594595,79.0
Michael Porter Jr.,Nuggets,1387.0,567.0,158.0,2791.0,1074.0,192.0,510.0,105.0,84,16.511904761904763,6.75,1.880952380952381,33.226190476190474,1.25,27.43333333333333,80.0
Drew Timme,Nets,59.0,32.0,8.0,124.0,57.0,7.0,15.0,6.0,4,14.75,8.0,2.0,31.0,1.5,27.35,81.0
Russell Westbrook,Nuggets,1038.0,388.0,449.0,2209.0,866.0,241.0,316.0,243.0,80,12.975,4.85,5.6125,27.6125,3.0375,27.213749999999997,82.0
Dyson Daniels,Hawks,992.0,422.0,306.0,2416.0,861.0,134.0,218.0,143.0,72,13.777777777777779,5.861111111111111,4.25,33.55555555555556,1.9861111111111112,27.18611111111111,83.0
Lauri Markkanen,Jazz,892.0,278.0,70.0,1475.0,700.0,185.0,399.0,66.0,49,18.20408163265306,5.673469387755102,1.4285714285714286,30.102040816326532,1.346938775510204,27.155102040816324,84.0
Isaiah Hartenstein,Thunder,786.0,754.0,248.0,2001.0,586.0,145.0,18.0,115.0,76,10.342105263157896,9.921052631578947,3.263157894736842,26.32894736842105,1.513157894736842,27.142105263157895,85.0
Onyeka Okongwu,Hawks,918.0,601.0,157.0,1895.0,639.0,195.0,133.0,78.0,70,13.114285714285714,8.585714285714285,2.242857142857143,27.071428571428573,1.1142857142857143,26.78142857142857,86.0
Jaden Ivey,Pistons,528.0,124.0,119.0,900.0,413.0,116.0,154.0,89.0,32,16.5,3.875,3.71875,28.125,2.78125,26.728125,87.0
Mikal Bridges,Knicks,1587.0,323.0,322.0,3492.0,1341.0,125.0,520.0,157.0,92,17.25,3.510869565217391,3.5,37.95652173913044,1.7065217391304348,26.713043478260868,88.0
Bradley Beal,Suns,876.0,172.0,186.0,1629.0,670.0,130.0,253.0,97.0,51,17.176470588235293,3.372549019607843,3.6470588235294117,31.941176470588236,1.9019607843137254,26.694117647058825,89.0
Jakob Poeltl,Raptors,769.0,513.0,152.0,1604.0,541.0,141.0,3.0,104.0,61,12.60655737704918,8.40983606557377,2.4918032786885247,26.295081967213115,1.7049180327868851,26.43606557377049,90.0
Aaron Gordon,Nuggets,895.0,330.0,172.0,1793.0,608.0,211.0,213.0,88.0,59,15.169491525423728,5.593220338983051,2.9152542372881354,30.389830508474578,1.4915254237288136,26.254237288135595,91.0
Collin Sexton,Jazz,1054.0,164.0,243.0,1618.0,786.0,224.0,252.0,148.0,62,17.0,2.6451612903225805,3.9193548387096775,26.096774193548388,2.3870967741935485,26.05322580645161,92.0
Walker Kessler,Jazz,616.0,673.0,93.0,1656.0,391.0,143.0,24.0,83.0,60,10.266666666666667,11.216666666666667,1.55,27.6,1.3833333333333333,26.051666666666666,93.0
Paul George,76ers,665.0,219.0,178.0,1335.0,570.0,97.0,268.0,106.0,46,14.456521739130435,4.760869565217392,3.869565217391304,29.02173913043478,2.3043478260869565,25.973913043478262,94.0
Amen Thompson,Rockets,997.0,573.0,257.0,2275.0,723.0,267.0,86.0,141.0,80,12.4625,7.1625,3.2125,28.4375,1.7625,25.87625,95.0
Chet Holmgren,Thunder,741.0,415.0,71.0,1410.0,550.0,203.0,188.0,75.0,52,14.25,7.980769230769231,1.3653846153846154,27.115384615384617,1.4423076923076923,25.875,96.0
Kyle Kuzma,Wizards,486.0,185.0,79.0,887.0,455.0,98.0,160.0,73.0,32,15.1875,5.78125,2.46875,27.71875,2.28125,25.828125,97.0
Cameron Johnson,Nets,1042.0,245.0,180.0,1750.0,726.0,217.0,396.0,92.0,63,16.53968253968254,3.888888888888889,2.857142857142857,27.77777777777778,1.4603174603174602,25.492063492063494,98.0
Rudy Gobert,Timberwolves,856.0,797.0,127.0,2546.0,510.0,298.0,0.0,93.0,80,10.7,9.9625,1.5875,31.825,1.1625,25.036250000000003,99.0
Christian Braun,Nuggets,1279.0,459.0,214.0,2974.0,893.0,227.0,272.0,86.0,86,14.872093023255815,5.337209302325581,2.488372093023256,34.58139534883721,1.0,25.009302325581395,100.0
Devin Vassell,Spurs,943.0,231.0,170.0,1839.0,815.0,119.0,387.0,82.0,59,15.983050847457626,3.9152542372881354,2.8813559322033897,31.16949152542373,1.3898305084745763,25.003389830508475,101.0
Andrew Wiggins,Warriors,755.0,197.0,102.0,1296.0,588.0,179.0,248.0,56.0,46,16.41304347826087,4.282608695652174,2.217391304347826,28.17391304347826,1.2173913043478262,24.878260869565217,102.0
Kai Jones,Mavericks,68.0,38.0,7.0,121.0,35.0,7.0,0.0,3.0,5,13.6,7.6,1.4,24.2,0.6,24.82,103.0
OG Anunoby,Knicks,1457.0,412.0,170.0,3194.0,1162.0,260.0,543.0,127.0,89,16.370786516853933,4.629213483146067,1.9101123595505618,35.8876404494382,1.4269662921348314,24.791011235955057,104.0
Jonas Valanciunas,Wizards,564.0,404.0,108.0,981.0,422.0,106.0,27.0,88.0,49,11.510204081632653,8.244897959183673,2.204081632653061,20.020408163265305,1.7959183673469388,24.710204081632654,105.0
De'Andre Hunter,Hawks,702.0,145.0,57.0,1063.0,492.0,176.0,247.0,59.0,39,18.0,3.717948717948718,1.4615384615384615,27.256410256410255,1.5128205128205128,24.653846153846153,106.0
Jordan Clarkson,Jazz,590.0,115.0,136.0,942.0,482.0,141.0,225.0,82.0,38,15.526315789473685,3.026315789473684,3.5789473684210527,24.789473684210527,2.1578947368421053,24.526315789473685,107.0
Stephon Castle,Spurs,1069.0,252.0,294.0,1952.0,889.0,301.0,302.0,157.0,74,14.445945945945946,3.4054054054054053,3.972972972972973,26.37837837837838,2.1216216216216215,24.491891891891893,108.0
Chris Paul,Spurs,659.0,272.0,566.0,2106.0,528.0,87.0,338.0,116.0,75,8.786666666666667,3.6266666666666665,7.546666666666667,28.08,1.5466666666666666,24.458666666666666,109.0
Bobby Portis,Bucks,741.0,453.0,114.0,1398.0,662.0,72.0,205.0,65.0,60,12.35,7.55,1.9,23.3,1.0833333333333333,24.259999999999998,110.0
Santi Aldama,Grizzlies,824.0,418.0,181.0,1664.0,658.0,89.0,322.0,67.0,66,12.484848484848484,6.333333333333333,2.742424242424242,25.21212121212121,1.0151515151515151,24.19848484848485,111.0
Tobias Harris,Pistons,1036.0,458.0,152.0,2420.0,831.0,174.0,271.0,81.0,75,13.813333333333333,6.1066666666666665,2.026666666666667,32.266666666666666,1.08,24.18133333333333,112.0
Shaedon Sharpe,Trail Blazers,1181.0,291.0,174.0,2028.0,981.0,219.0,420.0,136.0,75,15.746666666666666,3.88,2.32,27.04,1.8133333333333332,23.882666666666665,113.0
Naz Reid,Timberwolves,1216.0,516.0,191.0,2417.0,968.0,156.0,496.0,124.0,89,13.662921348314606,5.797752808988764,2.146067415730337,27.15730337078652,1.3932584269662922,23.83932584269663,114.0
Khris Middleton,Bucks,290.0,85.0,102.0,535.0,211.0,46.0,86.0,37.0,23,12.608695652173912,3.6956521739130435,4.434782608695652,23.26086956521739,1.608695652173913,23.69565217391304,115.0
Jeremy Sochan,Spurs,604.0,341.0,125.0,1311.0,453.0,123.0,86.0,81.0,51,11.843137254901961,6.686274509803922,2.450980392156863,25.705882352941178,1.588235294117647,23.54313725490196,116.0
Draymond Green,Warriors,661.0,445.0,408.0,2198.0,570.0,153.0,283.0,193.0,77,8.584415584415584,5.779220779220779,5.298701298701299,28.545454545454547,2.5064935064935066,23.467532467532465,117.0
Myles Turner,Pacers,1351.0,536.0,136.0,2685.0,971.0,319.0,454.0,152.0,94,14.372340425531915,5.702127659574468,1.446808510638298,28.56382978723404,1.6170212765957446,23.385106382978723,118.0
Immanuel Quickley,Raptors,502.0,102.0,166.0,819.0,385.0,116.0,195.0,53.0,38,13.210526315789474,2.6842105263157894,4.368421052631579,21.55263157894737,1.394736842105263,22.984210526315792,119.0
Bilal Coulibaly,Wizards,727.0,294.0,199.0,1948.0,624.0,185.0,224.0,125.0,60,12.116666666666667,4.9,3.316666666666667,32.46666666666667,2.0833333333333335,22.971666666666668,120.0
Caris LeVert,Hawks,342.0,84.0,57.0,579.0,255.0,63.0,110.0,22.0,23,14.869565217391305,3.652173913043478,2.4782608695652173,25.17391304347826,0.9565217391304348,22.969565217391306,121.0
Jaden McDaniels,Timberwolves,1168.0,527.0,177.0,2919.0,954.0,145.0,344.0,104.0,90,12.977777777777778,5.855555555555555,1.9666666666666666,32.43333333333333,1.1555555555555554,22.954444444444444,122.0
P.J. Washington,Mavericks,789.0,424.0,122.0,1717.0,635.0,185.0,228.0,108.0,65,12.138461538461538,6.523076923076923,1.876923076923077,26.415384615384614,1.6615384615384616,22.78153846153846,123.0
Tre Jones,Bulls,207.0,58.0,88.0,455.0,145.0,34.0,22.0,14.0,18,11.5,3.2222222222222223,4.888888888888889,25.27777777777778,0.7777777777777778,22.700000000000003,124.0
Jalen Suggs,Magic,567.0,141.0,129.0,1004.0,481.0,110.0,242.0,102.0,41,13.829268292682928,3.4390243902439024,3.1463414634146343,24.48780487804878,2.4878048780487805,22.67560975609756,125.0
Payton Pritchard,Celtics,1156.0,295.0,262.0,2333.0,861.0,97.0,630.0,78.0,84,13.761904761904763,3.511904761904762,3.119047619047619,27.773809523809526,0.9285714285714286,22.654761904761905,126.0
Keegan Murray,Kings,869.0,480.0,103.0,2450.0,762.0,72.0,413.0,60.0,71,12.23943661971831,6.76056338028169,1.4507042253521127,34.50704225352113,0.8450704225352113,22.528169014084504,127.0
Nic Claxton,Nets,634.0,475.0,143.0,1717.0,510.0,138.0,17.0,79.0,63,10.063492063492063,7.5396825396825395,2.2698412698412698,27.253968253968253,1.253968253968254,22.515873015873016,128.0
Kristaps Porzingis,Celtics,823.0,310.0,85.0,1321.0,599.0,223.0,257.0,58.0,59,13.94915254237288,5.254237288135593,1.4406779661016949,22.389830508474578,0.9830508474576272,22.415254237288135,129.0
Ayo Dosunmu,Bulls,566.0,161.0,208.0,1393.0,449.0,79.0,189.0,69.0,48,11.791666666666666,3.3541666666666665,4.333333333333333,29.020833333333332,1.4375,22.316666666666666,130.0
Alex Sarr,Wizards,774.0,398.0,140.0,1623.0,730.0,147.0,307.0,99.0,66,11.727272727272727,6.03030303030303,2.121212121212121,24.59090909090909,1.5,22.14545454545454,131.0
Bennedict Mathurin,Pacers,1332.0,439.0,148.0,2434.0,952.0,406.0,332.0,156.0,94,14.170212765957446,4.670212765957447,1.574468085106383,25.893617021276597,1.6595744680851063,22.136170212765954,132.0
Fred VanVleet,Rockets,899.0,237.0,331.0,2180.0,781.0,145.0,479.0,93.0,76,11.828947368421053,3.1184210526315788,4.355263157894737,28.68421052631579,1.2236842105263157,22.103947368421053,133.0
D'Angelo Russell,Lakers,359.0,80.0,136.0,763.0,311.0,53.0,168.0,50.0,30,11.966666666666667,2.6666666666666665,4.533333333333333,25.433333333333334,1.6666666666666667,21.966666666666665,134.0
Kyle Kuzma,Bucks,373.0,165.0,57.0,911.0,325.0,82.0,118.0,58.0,30,12.433333333333334,5.5,1.9,30.366666666666667,1.9333333333333333,21.883333333333333,135.0
Malik Beasley,Pistons,1272.0,206.0,131.0,2178.0,1022.0,124.0,747.0,85.0,79,16.10126582278481,2.607594936708861,1.6582278481012658,27.569620253164558,1.0759493670886076,21.71772151898734,136.0
Kelly Oubre Jr.,76ers,906.0,368.0,108.0,2084.0,741.0,185.0,242.0,80.0,70,12.942857142857143,5.257142857142857,1.542857142857143,29.771428571428572,1.1428571428571428,21.565714285714286,137.0
Naji Marshall,Mavericks,784.0,298.0,182.0,1686.0,621.0,133.0,201.0,104.0,66,11.878787878787879,4.515151515151516,2.757575757575758,25.545454545454547,1.5757575757575757,21.433333333333334,138.0
Tyus Jones,Suns,761.0,178.0,402.0,2032.0,623.0,57.0,371.0,88.0,74,10.283783783783784,2.4054054054054053,5.4324324324324325,27.45945945945946,1.1891891891891893,21.318918918918918,139.0
Jared McCain,76ers,352.0,56.0,60.0,594.0,274.0,56.0,133.0,37.0,24,14.666666666666666,2.3333333333333335,2.5,24.75,1.5416666666666667,21.216666666666665,140.0
Isaiah Collier,Jazz,530.0,210.0,407.0,1655.0,492.0,125.0,145.0,191.0,66,8.030303030303031,3.1818181818181817,6.166666666666667,25.075757575757574,2.893939393939394,21.09848484848485,141.0
Jonathan Kuminga,Warriors,770.0,213.0,103.0,1214.0,609.0,240.0,163.0,78.0,56,13.75,3.8035714285714284,1.8392857142857142,21.678571428571427,1.3928571428571428,21.073214285714286,142.0
Brandin Podziemski,Warriors,754.0,348.0,228.0,1897.0,672.0,107.0,332.0,83.0,72,10.472222222222221,4.833333333333333,3.1666666666666665,26.34722222222222,1.1527777777777777,21.022222222222222,143.0
Nick Richards,Suns,309.0,278.0,20.0,710.0,207.0,69.0,1.0,40.0,32,9.65625,8.6875,0.625,22.1875,1.25,21.018749999999997,144.0
Gradey Dick,Raptors,777.0,193.0,98.0,1591.0,647.0,155.0,326.0,83.0,55,14.127272727272727,3.5090909090909093,1.7818181818181817,28.927272727272726,1.509090909090909,21.010909090909088,145.0
Klay Thompson,Mavericks,962.0,235.0,137.0,1835.0,820.0,74.0,512.0,85.0,69,13.942028985507246,3.4057971014492754,1.9855072463768115,26.594202898550726,1.2318840579710144,21.007246376811594,146.0
Cam Thomas,Nets,599.0,83.0,94.0,783.0,454.0,151.0,195.0,62.0,40,14.975,2.075,2.35,19.575,1.55,20.990000000000002,147.0
Ben Simmons,Nets,204.0,172.0,229.0,826.0,170.0,26.0,0.0,88.0,36,5.666666666666667,4.777777777777778,6.361111111111111,22.944444444444443,2.4444444444444446,20.941666666666666,148.0
Moritz Wagner,Magic,386.0,148.0,42.0,564.0,249.0,110.0,75.0,49.0,30,12.866666666666667,4.933333333333334,1.4,18.8,1.6333333333333333,20.88666666666667,149.0
Wendell Carter Jr.,Magic,640.0,517.0,134.0,1790.0,494.0,180.0,156.0,80.0,70,9.142857142857142,7.385714285714286,1.9142857142857144,25.571428571428573,1.1428571428571428,20.877142857142854,150.0
Brook Lopez,Bucks,981.0,386.0,133.0,2430.0,741.0,128.0,368.0,81.0,79,12.417721518987342,4.886075949367089,1.6835443037974684,30.759493670886076,1.0253164556962024,20.80632911392405,151.0
Donte DiVincenzo,Timberwolves,785.0,252.0,254.0,1836.0,660.0,74.0,485.0,115.0,71,11.056338028169014,3.5492957746478875,3.5774647887323945,25.859154929577464,1.619718309859155,20.68169014084507,152.0
Keldon Johnson,Spurs,892.0,340.0,112.0,1687.0,697.0,178.0,246.0,68.0,71,12.56338028169014,4.788732394366197,1.5774647887323943,23.760563380281692,0.9577464788732394,20.676056338028168,153.0
Elfrid Payton,Pelicans,54.0,42.0,82.0,236.0,63.0,6.0,3.0,30.0,11,4.909090909090909,3.8181818181818183,7.454545454545454,21.454545454545453,2.727272727272727,20.672727272727272,154.0
Colin Castleton,76ers,20.0,14.0,3.0,38.0,10.0,7.0,0.0,1.0,2,10.0,7.0,1.5,19.0,0.5,20.65,155.0
Max Strus,Cavaliers,550.0,249.0,177.0,1400.0,436.0,38.0,340.0,53.0,54,10.185185185185185,4.611111111111111,3.2777777777777777,25.925925925925927,0.9814814814814815,20.635185185185186,156.0
Scoot Henderson,Trail Blazers,810.0,192.0,323.0,1707.0,663.0,197.0,282.0,172.0,74,10.945945945945946,2.5945945945945947,4.364864864864865,23.06756756756757,2.324324324324324,20.606756756756756,157.0
Tre Mann,Hornets,183.0,38.0,39.0,319.0,161.0,21.0,60.0,25.0,14,13.071428571428571,2.7142857142857144,2.7857142857142856,22.785714285714285,1.7857142857142858,20.50714285714286,158.0
Toumani Camara,Trail Blazers,799.0,416.0,159.0,2364.0,649.0,120.0,319.0,104.0,75,10.653333333333334,5.546666666666667,2.12,31.52,1.3866666666666667,20.489333333333335,159.0
Jonas Valanciunas,Kings,233.0,191.0,47.0,460.0,172.0,52.0,8.0,26.0,26,8.961538461538462,7.346153846153846,1.8076923076923077,17.692307692307693,1.0,20.488461538461536,160.0
Davion Mitchell,Heat,295.0,68.0,145.0,890.0,216.0,45.0,85.0,51.0,29,10.172413793103448,2.3448275862068964,5.0,30.689655172413794,1.7586206896551724,20.486206896551725,161.0
Max Christie,Mavericks,279.0,108.0,69.0,760.0,233.0,47.0,120.0,34.0,25,11.16,4.32,2.76,30.4,1.36,20.484,162.0
Rui Hachimura,Lakers,784.0,301.0,82.0,1893.0,589.0,106.0,253.0,52.0,62,12.64516129032258,4.854838709677419,1.3225806451612903,30.532258064516128,0.8387096774193549,20.454838709677418,163.0
Clint Capela,Hawks,488.0,469.0,62.0,1182.0,390.0,97.0,1.0,47.0,56,8.714285714285714,8.375,1.1071428571428572,21.107142857142858,0.8392857142857143,20.424999999999997,164.0
Kevin Huerter,Bulls,295.0,77.0,67.0,689.0,253.0,22.0,160.0,27.0,24,12.291666666666666,3.2083333333333335,2.7916666666666665,28.708333333333332,1.125,20.329166666666666,165.0
Scotty Pippen Jr.,Grizzlies,792.0,270.0,339.0,1714.0,614.0,179.0,236.0,142.0,80,9.9,3.375,4.2375,21.425,1.775,20.30625,166.0
Bub Carrington,Wizards,697.0,295.0,314.0,2214.0,659.0,75.0,358.0,124.0,75,9.293333333333333,3.933333333333333,4.1866666666666665,29.52,1.6533333333333333,20.29333333333333,167.0
Zach Edey,Grizzlies,609.0,544.0,65.0,1440.0,433.0,131.0,48.0,93.0,67,9.08955223880597,8.119402985074627,0.9701492537313433,21.492537313432837,1.3880597014925373,20.288059701492536,168.0
Ty Jerome,Cavaliers,922.0,188.0,257.0,1515.0,673.0,161.0,274.0,101.0,76,12.131578947368421,2.473684210526316,3.3815789473684212,19.93421052631579,1.3289473684210527,20.17236842105263,169.0
Dillon Brooks,Rockets,1055.0,285.0,131.0,2432.0,891.0,139.0,457.0,80.0,79,13.354430379746836,3.607594936708861,1.6582278481012658,30.78481012658228,1.0126582278481013,20.17088607594937,170.0
Colin Castleton,Raptors,60.0,64.0,16.0,216.0,45.0,17.0,4.0,17.0,8,7.5,8.0,2.0,27.0,2.125,20.1,171.0
Malcolm Brogdon,Wizards,305.0,91.0,98.0,565.0,240.0,92.0,56.0,38.0,28,10.892857142857142,3.25,3.5,20.178571428571427,1.3571428571428572,20.042857142857144,172.0
Kevin Porter Jr.,Bucks,309.0,97.0,103.0,579.0,222.0,79.0,63.0,49.0,29,10.655172413793103,3.3448275862068964,3.5517241379310347,19.96551724137931,1.6896551724137931,19.99655172413793,173.0
Marcus Bagley,76ers,37.0,29.0,5.0,98.0,33.0,4.0,14.0,4.0,4,9.25,7.25,1.25,24.5,1.0,19.825,174.0
D'Angelo Russell,Nets,345.0,70.0,145.0,629.0,296.0,87.0,171.0,50.0,33,10.454545454545455,2.121212121212121,4.393939393939394,19.060606060606062,1.5151515151515151,19.59090909090909,175.0
Dennis Schroder,Pistons,277.0,62.0,118.0,607.0,212.0,75.0,94.0,31.0,27,10.25925925925926,2.2962962962962963,4.37037037037037,22.48148148148148,1.1481481481481481,19.57037037037037,176.0
Daniel Gafford,Mavericks,648.0,361.0,75.0,1160.0,370.0,183.0,0.0,63.0,61,10.62295081967213,5.918032786885246,1.2295081967213115,19.016393442622952,1.0327868852459017,19.568852459016394,177.0
Andrew Nembhard,Pacers,888.0,264.0,407.0,2449.0,707.0,178.0,242.0,146.0,93,9.548387096774194,2.838709677419355,4.376344086021505,26.333333333333332,1.5698924731182795,19.519354838709678,178.0
Zach Collins,Bulls,222.0,171.0,53.0,497.0,154.0,39.0,54.0,36.0,26,8.538461538461538,6.576923076923077,2.0384615384615383,19.115384615384617,1.3846153846153846,19.488461538461536,179.0
Dereck Lively II,Mavericks,307.0,263.0,88.0,802.0,189.0,71.0,0.0,40.0,39,7.871794871794871,6.743589743589744,2.2564102564102564,20.564102564102566,1.0256410256410255,19.348717948717947,180.0
Deandre Ayton,Trail Blazers,576.0,406.0,64.0,1210.0,468.0,60.0,32.0,69.0,60,9.6,6.766666666666667,1.0666666666666667,20.166666666666668,1.15,19.32,181.0
Spencer Dinwiddie,Mavericks,779.0,181.0,288.0,1880.0,604.0,215.0,289.0,86.0,74,10.527027027027026,2.445945945945946,3.891891891891892,25.405405405405407,1.162162162162162,19.3,182.0
Bogdan Bogdanovic,Clippers,297.0,85.0,80.0,638.0,237.0,31.0,124.0,42.0,27,11.0,3.1481481481481484,2.962962962962963,23.62962962962963,1.5555555555555556,19.22222222222222,183.0
Yves Missi,Pelicans,610.0,548.0,89.0,1827.0,456.0,183.0,1.0,80.0,73,8.356164383561644,7.506849315068493,1.2191780821917808,25.027397260273972,1.095890410958904,19.193150684931506,184.0
Dennis Schroder,Warriors,254.0,56.0,105.0,631.0,251.0,39.0,115.0,48.0,25,10.16,2.24,4.2,25.24,1.92,19.148000000000003,185.0
Caris LeVert,Cavaliers,388.0,107.0,140.0,903.0,298.0,83.0,148.0,51.0,38,10.210526315789474,2.8157894736842106,3.6842105263157894,23.763157894736842,1.3421052631578947,19.11578947368421,186.0
Harrison Barnes,Spurs,905.0,285.0,123.0,2038.0,611.0,175.0,312.0,45.0,75,12.066666666666666,3.8,1.64,27.173333333333332,0.6,19.086666666666666,187.0
De'Andre Hunter,Cavaliers,370.0,109.0,35.0,691.0,251.0,91.0,130.0,23.0,29,12.758620689655173,3.7586206896551726,1.206896551724138,23.82758620689655,0.7931034482758621,19.079310344827586,188.0
Nick Richards,Hornets,187.0,158.0,28.0,442.0,114.0,87.0,1.0,33.0,22,8.5,7.181818181818182,1.2727272727272727,20.09090909090909,1.5,19.027272727272727,189.0
Jrue Holiday,Celtics,719.0,283.0,256.0,2045.0,599.0,82.0,315.0,92.0,76,9.460526315789474,3.723684210526316,3.3684210526315788,26.907894736842106,1.2105263157894737,18.98157894736842,190.0
T.J. McConnell,Pacers,881.0,249.0,415.0,1695.0,746.0,104.0,65.0,147.0,95,9.273684210526316,2.6210526315789475,4.368421052631579,17.842105263157894,1.5473684210526315,18.97157894736842,191.0
Khris Middleton,Wizards,141.0,50.0,43.0,290.0,119.0,33.0,45.0,18.0,14,10.071428571428571,3.5714285714285716,3.0714285714285716,20.714285714285715,1.2857142857142858,18.964285714285715,192.0
Ausar Thompson,Pistons,563.0,283.0,120.0,1249.0,422.0,147.0,42.0,81.0,58,9.706896551724139,4.879310344827586,2.0689655172413794,21.53448275862069,1.396551724137931,18.665517241379312,193.0
Kelly Olynyk,Pelicans,146.0,82.0,48.0,357.0,104.0,40.0,26.0,24.0,17,8.588235294117647,4.823529411764706,2.823529411764706,21.0,1.411764705882353,18.61176470588235,194.0
Guerschon Yabusele,76ers,683.0,363.0,133.0,1737.0,501.0,121.0,245.0,82.0,71,9.619718309859154,5.112676056338028,1.8732394366197183,24.464788732394368,1.1549295774647887,18.564788732394366,195.0
Grayson Allen,Suns,633.0,182.0,127.0,1421.0,450.0,108.0,328.0,63.0,57,11.105263157894736,3.192982456140351,2.2280701754385963,24.92982456140351,1.105263157894737,18.27894736842105,196.0
Georges Niang,Hawks,275.0,76.0,36.0,543.0,227.0,27.0,143.0,26.0,23,11.956521739130435,3.3043478260869565,1.565217391304348,23.608695652173914,1.1304347826086956,18.269565217391307,197.0
Royce O'Neale,Suns,622.0,329.0,150.0,1704.0,518.0,26.0,393.0,61.0,68,9.147058823529411,4.838235294117647,2.2058823529411766,25.058823529411764,0.8970588235294118,18.261764705882353,198.0
